259000,55.0,2.0,"Ottobrunn, München (Kreis)",4709.09,Ottobrunn,48.0643823,11.6675042,0
309000,55.0,2.0,"Ottobrunn, München (Kreis)",5618.18,Ottobrunn,48.0643823,11.6675042,0
1750000,221.0,5.0,"Harlaching, München",7918.55,Harlaching,48.0882932,11.5650783,0
2480000,130.0,3.0,"Mauerkircherstraße 155, Bogenhausen, München",19076.92,Bogenhausen,48.1547823,11.6334838,1
2665000,157.0,3.0,"Mauerkircherstraße 155, Bogenhausen, München",16974.52,Bogenhausen,48.1547823,11.6334838,1
1675000,121.59,3.0,"Schwabing, München",13775.80,Schwabing,48.1599218,11.5761796,0
872713,99.0,4.0,"Obersendling, München",8815.28,Obersendling,48.097802,11.5208073,0
345000,47.6,1.5,"Solln, München",7247.90,Solln,48.0765906,11.5180779,0
1998000,192.0,5.0,"Schwabing, München",10406.25,Schwabing,48.1599218,11.5761796,0
309000,50.3,2.0,"Taufkirchen, München (Kreis)",6143.14,Taufkirchen,48.0459958,11.6151899,0
2590000,174.7,4.0,"Schwabing-West, München",14825.41,Schwabing-West,48.164417,11.5703639,0
1335000,212.0,4.0,"Schwanthalerhöhe, München",6297.17,Schwanthalerhöhe,48.1342304,11.5390339,0
1817800,122.0,4.0,"Schwabing-West, München",14900.00,Schwabing-West,48.164417,11.5703639,0
649000,73.0,3.0,"Maxvorstadt, München",8890.41,Maxvorstadt,48.1465704,11.5714445,0
1450000,126.0,3.0,"Schwabing-West, München",11507.94,Schwabing-West,48.164417,11.5703639,0
899000,118.0,3.0,"Grünwald, München (Kreis)",7618.64,Grünwald,48.0486558,11.5300727,0
1100000,118.0,2.5,"Schwabing-West, München",9322.03,Schwabing-West,48.164417,11.5703639,0
888600,110.4,3.0,"Sollner Str. 73a, 75, Solln, München",8048.91,Solln,48.0765906,11.5180779,1
745600,92.05,2.0,"Sollner Str. 73a, 75, Solln, München",8099.95,Solln,48.0765906,11.5180779,1
398000,71.67,3.0,"Solln, München",5553.23,Solln,48.0765906,11.5180779,0
695000,91.63,2.0,"Bertelestr. 85, Solln, München",7584.85,Solln,48.0765906,11.5180779,0
999000,129.0,4.0,"Auzingerstrasse 22, Haar, München (Kreis)",7744.19,Haar,48.1062182,11.7289603,1
1499000,170.0,4.0,"Auzingerstrasse 22, Haar, München (Kreis)",8817.65,Haar,48.1062182,11.7289603,1
1028000,127.0,4.0,"Auzingerstrasse 22, Haar, München (Kreis)",8094.49,Haar,48.1062182,11.7289603,1
1795000,159.1,3.0,"Neuhausen, München",11282.21,Neuhausen,48.1542217,11.5315172,0
525000,96.0,4.0,"Putzbrunn, München (Kreis)",5468.75,Putzbrunn,48.0753076,11.7156265,0
4200000,350.0,7.0,"Schwabing-West, München",12000.00,Schwabing-West,48.164417,11.5703639,0
2238000,153.33,4.0,"Neuhausen, München",14595.97,Neuhausen,48.1542217,11.5315172,0
1795000,207.2,4.0,"Solln, München",8663.13,Solln,48.0765906,11.5180779,0
708500,95.47,3.0,"Bleibtreustr. 11, Solln, München",7421.18,Solln,48.0765906,11.5180779,1
779500,104.73,3.0,"Bleibtreustr. 11, Solln, München",7442.95,Solln,48.0765906,11.5180779,1
358000,88.23,3.0,"Laim, München",4057.58,Laim,48.1395506,11.5021658,0
759000,120.0,3.5,"Haar, München (Kreis)",6325.00,Haar,48.1062182,11.7289603,0
783000,85.5,3.0,"Wilhelm-Leibl-Straße 33, Solln, München",9157.89,Solln,48.0765906,11.5180779,1
552000,60.5,2.0,"Wilhelm-Leibl-Straße 33, Solln, München",9123.97,Solln,48.0765906,11.5180779,1
590000,104.0,4.0,"Feldkirchen, München (Kreis)",5673.08,Feldkirchen,48.1475774,11.7299205,0
1090000,74.3,2.0,"Romanstraße 33, Neuhausen, München",14670.26,Neuhausen,48.1542217,11.5315172,1
3490000,221.5,4.0,"Romanstraße 33, Neuhausen, München",15756.21,Neuhausen,48.1542217,11.5315172,1
1385000,104.6,3.0,"Neuhausen, München",13240.92,Neuhausen,48.1542217,11.5315172,1
1985000,158.1,3.0,"Neuhausen, München",12555.34,Neuhausen,48.1542217,11.5315172,1
469000,69.0,3.0,"Milbertshofen, München",6797.10,Milbertshofen,48.1823848,11.5750432,0
1050000,127.78,3.5,"Hadern, München",8217.25,Hadern,48.118064,11.4818417,0
477600,65.01,2.0,"Fritz-Baer-Straße 16, Forstenried, München",7346.56,Forstenried,48.0848354,11.4944766,1
480200,57.77,2.0,"Fritz-Baer-Straße 16, Forstenried, München",8312.27,Forstenried,48.0848354,11.4944766,1
780000,67.0,2.0,"Neuhausen, München",11641.79,Neuhausen,48.1542217,11.5315172,0
429000,85.0,3.0,"Karl-Valentin-Str. 4, Forstenried, München",5047.06,Forstenried,48.0848354,11.4944766,0
1750000,186.9,4.0,"Hadern, München",9363.30,Hadern,48.118064,11.4818417,1
969900,117.3,3.5,"Hadern, München",8268.54,Hadern,48.118064,11.4818417,1
195000,33.21,1.0,"Milbertshofen, München",5871.73,Milbertshofen,48.1823848,11.5750432,0
399000,78.9,1.0,"Milbertshofen, München",5057.03,Milbertshofen,48.1823848,11.5750432,0
347000,58.0,2.0,"Hadern, München",5982.76,Hadern,48.118064,11.4818417,0
775000,90.56,3.0,"Hadern, München",8557.86,Hadern,48.118064,11.4818417,1
509000,59.95,2.0,"Hadern, München",8490.41,Hadern,48.118064,11.4818417,1
195300,37.17,1.0,"Moosach, München",5254.24,Moosach,48.1798949,11.5105712,0
585000,64.0,2.0,"Gräfelfinger Straße 122, Hadern, München",9140.62,Hadern,48.118064,11.4818417,1
580000,65.0,2.0,"Gräfelfinger Straße 122, Hadern, München",8923.08,Hadern,48.118064,11.4818417,1
761000,110.0,3.0,"Pasing, München",6918.18,Pasing,48.1477854,11.4607008,0
439000,65.95,2.0,"Feldmoching, München",6656.56,Feldmoching,48.2159429,11.533323,0
433000,71.0,3.0,"Hadern, München",6098.59,Hadern,48.118064,11.4818417,0
617900,94.52,4.0,"Birkenweg 17, Vaterstetten, Ebersberg (Kreis)",6537.24,Vaterstetten,48.1040927,11.7643646,0
484900,77.6,3.0,"Dorfstr. -, Vaterstetten, Ebersberg (Kreis)",6248.71,Vaterstetten,48.1040927,11.7643646,1
387900,62.2,2.0,"Dorfstr. -, Vaterstetten, Ebersberg (Kreis)",6236.33,Vaterstetten,48.1040927,11.7643646,1
749000,155.0,4.0,"Vaterstetten, Ebersberg (Kreis)",4832.26,Vaterstetten,48.1040927,11.7643646,0
495000,75.88,3.0,"Kirchheim bei München, München (Kreis)",6523.46,Kirchheim bei München,48.175748,11.756219,0
534900,86.0,3.0,"Feldmoching, München",6219.77,Feldmoching,48.2159429,11.533323,0
763000,86.32,3.0,"Moosach, München",8839.20,Moosach,48.1798949,11.5105712,0
431946,54.0,2.0,"Moosach, München",7999.00,Moosach,48.1798949,11.5105712,0
243900,35.72,2.0,"Landsbergerstraße 441, Pasing, München",6828.11,Pasing,48.1477854,11.4607008,1
204900,24.88,1.0,"Landsbergerstraße 441, Pasing, München",8235.53,Pasing,48.1477854,11.4607008,1
696900,96.16,3.0,"Paul-Gerhardt-Allee 12, Obermenzing, München",7247.30,Obermenzing,48.16257,11.4693724,1
470900,61.66,2.5,"Paul-Gerhardt-Allee 12, Obermenzing, München",7637.04,Obermenzing,48.16257,11.4693724,1
1690000,166.0,5.0,"Obermenzing, München",10180.72,Obermenzing,48.16257,11.4693724,0
420000,73.0,3.0,"Feldmoching, München",5753.42,Feldmoching,48.2159429,11.533323,0
1490000,173.0,6.0,"Obermenzing, München",8612.72,Obermenzing,48.16257,11.4693724,0
1200000,127.47,4.0,"Bärmannstr. 4, Obermenzing, München",9413.98,Obermenzing,48.16257,11.4693724,1
1200000,127.47,4.0,"Bärmannstr. 4, Obermenzing, München",9413.98,Obermenzing,48.16257,11.4693724,1
525000,70.91,3.0,"Am Hart, München",7403.75,Am Hart,48.1964066,11.5758359,0
695000,132.0,4.0,"Feldmoching, München",5265.15,Feldmoching,48.2159429,11.533323,0
1099900,118.32,4.0,"Engelbertstraße 4, Pasing, München",9295.98,Pasing,48.1477854,11.4607008,1
479900,65.82,2.0,"Engelbertstraße 4, Pasing, München",7291.10,Pasing,48.1477854,11.4607008,1
395000,60.0,2.0,"Pasing, München",6583.33,Pasing,48.1477854,11.4607008,0
595000,81.0,3.0,"Obermenzing, München",7345.68,Obermenzing,48.16257,11.4693724,0
555000,85.33,3.0,"Obermenzing, München",6504.16,Obermenzing,48.16257,11.4693724,0
699800,92.58,3.0,"Knospenstraße 40, Feldmoching, München",7558.87,Feldmoching,48.2159429,11.533323,1
